V 2.4.2.2 	PWR-R4-2		OFF	a3	a3
V 2.4.2.3 	PWR-R4-3		OFF	a3	a3
V 2.4.2.4 	PWR-R4-4		OFF	a3	a3
V 2.4.2.5 	PWR-R4-5		OFF	a3	a3
V 2.4.2.6 	PWR-R4-6		OFF	a3	a3
V 2.4.2.7 	PWR-R4-7		OFF	a3	a3
V 2.4.2.8 	PWR-R4-8		OFF	a3	a3
V 2.4.2.9 	PWR-R4-9		OFF	a3	a3
V 2.4.2.10 	PWR-R4-10		OFF	a3	a3
V 2.4.2.11 	PWR-R4-11		OFF	a3	a3
V 2.4.2.12 	PWR-R4-12		OFF	a3	a3
V 2.4.2.13 	PWR-R4-13		OFF	a3	a3
V 2.4.2.14 	PWR-R4-14		OFF	a3	a3
V 2.4.2.15 	PWR-R4-15		OFF	a3	a3
V 2.4.2.16 	PWR-R4-16		OFF	a3	a3
V 2.4.2.17 	PWR-R4-17		OFF	a3	a3
V 2.4.2.18 	PWR-R4-18		OFF	a3	a3
V 2.4.2.19 	PWR-R4-19		OFF	a3	a3
V 2.4.2.20 	PWR-R4-20		OFF	a3	a3
V 2.4.2.21 	PWR-R4-21		OFF	a3	a3
V 2.4.2.22 	PWR-R4-22		OFF	a3	a3
V 2.4.2.23 	PWR-R4-23		OFF	a3	a3
V 2.4.2.24 	PWR-R4-24		OFF	a3	a3
V 2.4.2.25 	PWR-R4-25		OFF	a3	a3
V 2.4.2.26 	PWR-R4-26		OFF	a3	a3
V 2.4.2.27 	PWR-R4-27		OFF	a3	a3
V 2.4.2.28 	PWR-R4-28		OFF	a3	a3
V 2.4.2.29 	PWR-R4-29		OFF	a3	a3
V 2.4.2.30 	PWR-R4-30		OFF	a3	a3
V 2.4.2.31 	PWR-R4-31		OFF	a3	a3
V 2.4.2.32 	PWR-R4-32		OFF	a3	a3
V 2.4.2.33 	PWR-R4-33		OFF	a3	a3
V 2.4.2.34 	PWR-R4-34		OFF	a3	a3
V 2.4.2.35 	PWR-R4-35		OFF	a3	a3
V 2.4.2.36 	PWR-R4-36		OFF	a3	a3
V 2.4.2.37 	PWR-R4-37		OFF	a3	a3
V 2.4.2.38 	PWR-R4-38		OFF	a3	a3
V 2.4.2.39 	PWR-R4-39		OFF	a3	a3
V 2.4.2.40 	PWR-R4-40		OFF	a3	a3
V 2.4.2.41 	PWR-R4-41		OFF	a3	a3
V 2.4.2.42 	PWR-R4-42		OFF	a3	a3
V 2.4.2.43 	PWR-R4-43		OFF	a3	a3
V 2.4.2.44 	PWR-R4-44		OFF	a3	a3
V 2.4.2.45 	PWR-R4-45		OFF	a3	a3
V 2.4.2.46 	PWR-R4-46		OFF	a3	a3
V 2.4.2.47 	PWR-R4-47		OFF	a3	a3
V 2.4.2.48 	PWR-R4-48		OFF	a3	a3
V 2.4.2.49 	PWR-R4-49		OFF	a3	a3
V 2.4.2.50 	PWR-R4-50		OFF	a3	a3
V 2.4.3 	CURRENT-R4	 	UNK	a10	a10
B 2.5 		PWR-RACK-5 		NUL	NUL	NUL
V 2.5.1 	PORTS-AVAILABLE-R5	0	a2	a2
B 2.5.2 	PORT-STATUS-R5	 	NUL	NUL	NUL
V 2.5.2.1 	PWR-R5-1		OFF	a3	a3
V 2.5.2.2 	PWR-R5-2		OFF	a3	a3
V 2.5.2.3 	PWR-R5-3		OFF	a3	a3
V 2.5.2.4 	PWR-R5-4		OFF	a3	a3
V 2.5.2.5 	PWR-R5-5		OFF	a3	a3
V 2.5.2.6 	PWR-R5-6		OFF	a3	a3
V 2.5.2.7 	PWR-R5-7		OFF	a3	a3
V 2.5.2.8 	PWR-R5-8		OFF	a3	a3
V 2.5.2.9 	PWR-R5-9		OFF	a3	a3
V 2.5.2.10 	PWR-R5-10		OFF	a3	a3
V 2.5.2.11 	PWR-R5-11		OFF	a3	a3
V 2.5.2.12 	PWR-R5-12		OFF	a3	a3
V 2.5.2.13 	PWR-R5-13		OFF	a3	a3
V 2.5.2.14 	PWR-R5-14		OFF	a3	a3
V 2.5.2.15 	PWR-R5-15		OFF	a3	a3
V 2.5.2.16 	PWR-R5-16		OFF	a3	a3
V 2.5.2.17 	PWR-R5-17		OFF	a3	a3
V 2.5.2.18 	PWR-R5-18		OFF	a3	a3
V 2.5.2.19 	PWR-R5-19		OFF	a3	a3
V 2.5.2.20 	PWR-R5-20		OFF	a3	a3
V 2.5.2.21 	PWR-R5-21		OFF	a3	a3
V 2.5.2.22 	PWR-R5-22		OFF	a3	a3
V 2.5.2.23 	PWR-R5-23		OFF	a3	a3
V 2.5.2.24 	PWR-R5-24		OFF	a3	a3
V 2.5.2.25 	PWR-R5-25		OFF	a3	a3
V 2.5.2.26 	PWR-R5-26		OFF	a3	a3
V 2.5.2.27 	PWR-R5-27		OFF	a3	a3
V 2.5.2.28 	PWR-R5-28		OFF	a3	a3
V 2.5.2.29 	PWR-R5-29		OFF	a3	a3
V 2.5.2.30 	PWR-R5-30		OFF	a3	a3
V 2.5.2.31 	PWR-R5-31		OFF	a3	a3
V 2.5.2.32 	PWR-R5-32		OFF	a3	a3
V 2.5.2.33 	PWR-R5-33		OFF	a3	a3
V 2.5.2.34 	PWR-R5-34		OFF	a3	a3
V 2.5.2.35 	PWR-R5-35		OFF	a3	a3
